diagnose_code,diagnose_description,diagnose_id
O9A113,"Malignant neoplasm complicating pregnancy, third trimester ",5
O9A119,"Malignant neoplasm complicating pregnancy, unsp trimester ",5
O9A12,Malignant neoplasm complicating childbirth,5
O9A13,Malignant neoplasm complicating the puerperium ,5
O9A211,"Inj/poisn/oth conseq of external causes comp preg, first tri",5
O9A212,"Inj/poisn/oth conseq of extrn causes comp preg, second tri ",5
O9A213,"Inj/poisn/oth conseq of external causes comp preg, third tri ",5
O9A219,"Inj/poisn/oth conseq of external causes comp preg, unsp tri ",5
O9A22,Inj/poisn/oth conseq of external causes comp childbirth ,5
O9A23,Inj/poisn/oth conseq of external causes comp the puerperium ,5
O9A311,"Physical abuse complicating pregnancy, first trimester ",5
O9A312,"Physical abuse complicating pregnancy, second trimester ",5
O9A313,"Physical abuse complicating pregnancy, third trimester ",5
O9A319,"Physical abuse complicating pregnancy, unspecified trimester ",5
O9A32,Physical abuse complicating childbirth,5
O9A33,Physical abuse complicating the puerperium ,5
O9A411,"Sexual abuse complicating pregnancy, first trimester",5
O9A412,"Sexual abuse complicating pregnancy, second trimester ",5
O9A413,"Sexual abuse complicating pregnancy, third trimester ",5
O9A419,"Sexual abuse complicating pregnancy, unspecified trimester ",5
O9A42,Sexual abuse complicating childbirth,5
O9A43,Sexual abuse complicating the puerperium,5
O9A511,"Psychological abuse complicating pregnancy, first trimester ",5
O9A512,"Psychological abuse complicating pregnancy, second trimester ",5
O9A513,"Psychological abuse complicating pregnancy, third trimester ",5
O9A519,"Psychological abuse complicating pregnancy, unsp trimester ",5
O9A52,Psychological abuse complicating childbirth,5
O9A53,Psychological abuse complicating the puerperium ,5
P546,Neonatal vaginal hemorrhage,5
Q5001,"Congenital absence of ovary, unilateral ",5
Q5002,"Congenital absence of ovary, bilateral ",5
Q501,Developmental ovarian cyst,5
Q502,Congenital torsion of ovary,5
Q5031,Accessory ovary,5
Q5032,Ovarian streak,5
Q5039,Other congenital malformation of ovary ,5
Q504,Embryonic cyst of fallopian tube,5
Q505,Embryonic cyst of broad ligament,5
Q506,Oth congenital malformations of fallop and broad ligament ,5
Q510,Agenesis and aplasia of uterus,5
Q5110,Doubling of uterus w doubling of cervix and vagina w/o obst ,5
Q5111,Doubling of uterus w doubling of cervix and vagina w obst ,5
Q512,Other doubling of uterus,5
Q513,Bicornate uterus,5
Q514,Unicornate uterus,5
Q515,Agenesis and aplasia of cervix,5
Q516,Embryonic cyst of cervix,5
Q517,Congen fistulae betw uterus and digestive and urinary tracts ,5
Q51810,Arcuate uterus,5
Q51811,Hypoplasia of uterus,5
Q51818,Other congenital malformations of uterus ,5
Q51820,Cervical duplication,5
Q51821,Hypoplasia of cervix,5
Q51828,Other congenital malformations of cervix,5
Q519,"Congenital malformation of uterus and cervix, unspecified ",5
Q520,Congenital absence of vagina,5
Q5210,"Doubling of vagina, unspecified ",5
Q5211,Transverse vaginal septum ,5
Q5212,Longitudinal vaginal septum ,5
Q522,Congenital rectovaginal fistula,5
Q523,Imperforate hymen,5
Q524,Other congenital malformations of vagina ,5
Q525,Fusion of labia,5
Q526,Congenital malformation of clitoris,5
Q5270,Unspecified congenital malformations of vulva ,5
Q5271,Congenital absence of vulva,5
Q5279,Other congenital malformations of vulva,5
Q528,Other specified congenital malformations of female genitalia ,5
Q529,"Congenital malformation of female genitalia, unspecified ",5
Q562,"Female pseudohermaphroditism, not elsewhere classified ",5
Q960,"Karyotype 45, X",5
Q961,"Karyotype 46, X iso (Xq)",5
Q962,"Karyotype 46, X w abnormal sex chromosome, except iso (Xq) ",5
Q963,"Mosaicism, 45, X/46, XX or XY",5
Q964,"Mosaic, 45, X/other cell line(s) w abnormal sex chromosome ",5
Q968,Other variants of Turner's syndrome,5
Q969,"Turner's syndrome, unspecified",5
Q970,"Karyotype 47, XXX",5
Q971,Female with more than three X chromosomes,5
Q972,"Mosaicism, lines with various numbers of X chromosomes",5
Q973,"Female with 46, XY karyotype",5
Q978,"Oth sex chromosome abnormalities, female phenotype",5
Q979,"Sex chromosome abnormality, female phenotype, unspecified ",5
R870,Abn lev enzymes in specimens from female genital organs ,5
R871,Abn lev hormones in specimens from female genital organs ,5
R872,Abn lev drug/meds/biol subst in specmn from fem gntl organs,5
R873,Abn lev substnc nonmed source in specmn from fem gntl organs ,5
R874,Abn immunolog findings in specmn from female genital organs ,5
R875,Abn microbiolog find in specmn from female genital organs ,5
R87610,Atyp squam cell of undet signfc cyto smr crvx (ASC-US),5
R87611,Atyp squam cell not excl hi grd intrepith lesn cyto smr crvx ,5
R87612,Low grade intrepith lesion cyto smr crvx (LGSIL),5
R87613,High grade intrepith lesion cyto smr crvx (HGSIL) ,5
R87614,Cytologic evidence of malignancy on smear of cervix ,5
R87615,Unsatisfactory cytologic smear of cervix,5
R87616,Satisfactory cervical smear but lacking transformation zone ,5
R87618,Oth abnormal cytolog findings on specimens from cervix uteri ,5
R87619,Unsp abnormal cytolog findings in specmn from cervix uteri ,5
R87620,Atyp squam cell of undet signfc cyto smr vagn (ASC-US) ,5
R87621,Atyp squam cell not excl hi grd intrepith lesn cyto smr vagn ,5
R87622,Low grade intrepith lesion cyto smr vagn (LGSIL),5
R87623,High grade intrepith lesion cyto smr vagn (HGSIL) ,5
R87624,Cytologic evidence of malignancy on smear of vagina ,5
R87625,Unsatisfactory cytologic smear of vagina,5
R87628,Other abnormal cytological findings on specimens from vagina ,5
R87629,Unsp abnormal cytological findings in specimens from vagina ,5
R8769,Abn cytolog find in specmn from oth female genital organs ,5
R877,Abn histolog findings in specmn from female genital organs ,5
R87810,Cervical high risk HPV DNA test positive,5
R87811,Vaginal high risk HPV DNA test positive ,5
R87820,Cervical low risk HPV DNA test positive ,5
R87821,Vaginal low risk HPV DNA test positive,5
R8789,Oth abnormal findings in specmn from female genital organs ,5
R879,Unsp abnormal finding in specmn from female genital organs ,5
R971,Elevated cancer antigen 125 [CA 125],5
S30202A,"Contusion of unsp external genital organ, female, init ",5
S30202D,"Contusion of unsp external genital organ, female, subs ",5
S30202S,"Contusion of unsp external genital organ, female, sequela ",5
S3023XA,"Contusion of vagina and vulva, initial encounter",5
S3023XD,"Contusion of vagina and vulva, subsequent encounter ",5
S3023XS,"Contusion of vagina and vulva, sequela",5
S30814A,"Abrasion of vagina and vulva, initial encounter ",5
S30814D,"Abrasion of vagina and vulva, subsequent encounter ",5
S30814S,"Abrasion of vagina and vulva, sequela",5
S30816A,"Abrasion of unsp external genital organs, female, init ",5
S30816D,"Abrasion of unsp external genital organs, female, subs ",5
S30816S,"Abrasion of unsp external genital organs, female, sequela ",5
S30824A,"Blister (nonthermal) of vagina and vulva, initial encounter ",5
S30824D,"Blister (nonthermal) of vagina and vulva, subs encntr ",5
S30824S,"Blister (nonthermal) of vagina and vulva, sequela ",5
S30826A,"Blister of unsp external genital organs, female, init ",5
S30826D,"Blister of unsp external genital organs, female, subs ",5
S30826S,"Blister of unsp external genital organs, female, sequela ",5
S30844A,"External constriction of vagina and vulva, initial encounter ",5
S30844D,"External constriction of vagina and vulva, subs encntr ",5
S30844S,"External constriction of vagina and vulva, sequela ",5
S30846A,"Extrn constrict of unsp extrn genital organs, female, init ",5
S30846D,"Extrn constrict of unsp extrn genital organs, female, subs ",5
S30846S,"Extrn constrict of unsp extrn gntl organs, female, sequela",5
S30854A,"Superficial foreign body of vagina and vulva, init encntr ",5
S30854D,"Superficial foreign body of vagina and vulva, subs encntr ",5
S30854S,"Superficial foreign body of vagina and vulva, sequela ",5
S30856A,"Superficial fb of unsp external genital organs, female, init ",5
S30856D,"Superficial fb of unsp external genital organs, female, subs ",5
S30856S,"Superfic fb of unsp external genital organs, female, sequela ",5
S30864A,"Insect bite (nonvenomous) of vagina and vulva, init encntr ",5
S30864D,"Insect bite (nonvenomous) of vagina and vulva, subs encntr ",5
S30864S,"Insect bite (nonvenomous) of vagina and vulva, sequela ",5
S30866A,"Insect bite of unsp external genital organs, female, init ",5
S30866D,"Insect bite of unsp external genital organs, female, subs ",5
S30866S,"Insect bite of unsp external genital organs, female, sequela ",5
S30874A,"Other superficial bite of vagina and vulva, init encntr ",5
S30874D,"Other superficial bite of vagina and vulva, subs encntr ",5
S30874S,"Other superficial bite of vagina and vulva, sequela ",5
S30876A,"Oth superfic bite of unsp extrn genital organs, female, init ",5
S30876D,"Oth superfic bite of unsp extrn genital organs, female, subs ",5
S30876S,"Oth superfic bite of unsp extrn gntl organs, female, sequela ",5
S3095XA,"Unsp superficial injury of vagina and vulva, init encntr ",5
S3095XD,"Unsp superficial injury of vagina and vulva, subs encntr ",5
S3095XS,"Unspecified superficial injury of vagina and vulva, sequela ",5
S3097XA,"Unsp superfic inj unsp external genital organs, female, init ",5
S3097XD,"Unsp superfic inj unsp external genital organs, female, subs",5
S3097XS,"Unsp superfic inj unsp extrn genital organs, female, sequela ",5
S3140XA,"Unspecified open wound of vagina and vulva, init encntr ",5
S3140XD,"Unspecified open wound of vagina and vulva, subs encntr ",5
S3140XS,"Unspecified open wound of vagina and vulva, sequela ",5
S3141XA,"Laceration w/o foreign body of vagina and vulva, init encntr ",5
S3141XD,"Laceration w/o foreign body of vagina and vulva, subs encntr ",5
S3141XS,"Laceration without foreign body of vagina and vulva, sequela ",5
S3142XA,"Laceration w foreign body of vagina and vulva, init encntr ",5
S3142XD,"Laceration w foreign body of vagina and vulva, subs encntr ",5
S3142XS,"Laceration with foreign body of vagina and vulva, sequela ",5
S3143XA,"Puncture wound w/o foreign body of vagina and vulva, init ",5
S3143XD,"Puncture wound w/o foreign body of vagina and vulva, subs ",5
S3143XS,"Puncture wound w/o foreign body of vagina and vulva, sequela ",5
S3144XA,"Puncture wound w foreign body of vagina and vulva, init ",5
S3144XD,"Puncture wound w foreign body of vagina and vulva, subs ",5
S3144XS,"Puncture wound w foreign body of vagina and vulva, sequela ",5
S3145XA,"Open bite of vagina and vulva, initial encounter",5
S3145XD,"Open bite of vagina and vulva, subsequent encounter ",5
S3145XS,"Open bite of vagina and vulva, sequela",5
S31502A,"Unsp opn wnd unsp external genital organs, female, init ",5
S31502D,"Unsp opn wnd unsp external genital organs, female, subs ",5
S31502S,"Unsp opn wnd unsp external genital organs, female, sequela ",5
S31512A,"Lac w/o fb of unsp external genital organs, female, init ",5
S31512D,"Lac w/o fb of unsp external genital organs, female, subs ",5
S31512S,"Lac w/o fb of unsp external genital organs, female, sequela ",5
S31522A,"Lac w fb of unsp external genital organs, female, init ",5
S31522D,"Lac w fb of unsp external genital organs, female, subs ",5
S31522S,"Lac w fb of unsp external genital organs, female, sequela ",5
S31532A,"Pnctr w/o fb of unsp external genital organs, female, init ",5
S31532D,"Pnctr w/o fb of unsp external genital organs, female, subs ",5
S31532S,"Pnctr w/o fb of unsp extrn genital organs, female, sequela ",5
S31542A,"Pnctr w fb of unsp external genital organs, female, init ",5
S31542D,"Pnctr w fb of unsp external genital organs, female, subs ",5
S31542S,"Pnctr w fb of unsp external genital organs, female, sequela ",5
S31552A,"Open bite of unsp external genital organs, female, init ",5
S31552D,"Open bite of unsp external genital organs, female, subs",5
S31552S,"Open bite of unsp external genital organs, female, sequela ",5
S35531A,"Injury of right uterine artery, initial encounter",5
S35531D,"Injury of right uterine artery, subsequent encounter ",5
S35531S,"Injury of right uterine artery, sequela",5
S35532A,"Injury of left uterine artery, initial encounter ",5
S35532D,"Injury of left uterine artery, subsequent encounter ",5
S35532S,"Injury of left uterine artery, sequela",5
S35533A,"Injury of unspecified uterine artery, initial encounter ",5
S35533D,"Injury of unspecified uterine artery, subsequent encounter ",5
S35533S,"Injury of unspecified uterine artery, sequela",5
S35534A,"Injury of right uterine vein, initial encounter ",5
S35534D,"Injury of right uterine vein, subsequent encounter ",5
S35534S,"Injury of right uterine vein, sequela",5
S35535A,"Injury of left uterine vein, initial encounter ",5
S35535D,"Injury of left uterine vein, subsequent encounter ",5
S35535S,"Injury of left uterine vein, sequela",5
S35536A,"Injury of unspecified uterine vein, initial encounter ",5
S35536D,"Injury of unspecified uterine vein, subsequent encounter ",5
S35536S,"Injury of unspecified uterine vein, sequela",5
S37401A,"Unspecified injury of ovary, unilateral, initial encounter ",5
S37401D,"Unspecified injury of ovary, unilateral, subs encntr ",5
S37401S,"Unspecified injury of ovary, unilateral, sequela ",5
S37402A,"Unspecified injury of ovary, bilateral, initial encounter",5
S37402D,"Unspecified injury of ovary, bilateral, subsequent encounter ",5
S37402S,"Unspecified injury of ovary, bilateral, sequela",5
S37409A,"Unspecified injury of ovary, unspecified, initial encounter ",5
S37409D,"Unspecified injury of ovary, unspecified, subs encntr ",5
S37409S,"Unspecified injury of ovary, unspecified, sequela ",5
S37421A,"Contusion of ovary, unilateral, initial encounter ",5
S37421D,"Contusion of ovary, unilateral, subsequent encounter ",5
S37421S,"Contusion of ovary, unilateral, sequela",5
S37422A,"Contusion of ovary, bilateral, initial encounter ",5
S37422D,"Contusion of ovary, bilateral, subsequent encounter ",5
S37422S,"Contusion of ovary, bilateral, sequela",5
S37429A,"Contusion of ovary, unspecified, initial encounter ",5
S37429D,"Contusion of ovary, unspecified, subsequent encounter ",5
S37429S,"Contusion of ovary, unspecified, sequela",5
S37431A,"Laceration of ovary, unilateral, initial encounter ",5
S37431D,"Laceration of ovary, unilateral, subsequent encounter ",5
S37431S,"Laceration of ovary, unilateral, sequela",5
S37432A,"Laceration of ovary, bilateral, initial encounter ",5
S37432D,"Laceration of ovary, bilateral, subsequent encounter ",5
S37432S,"Laceration of ovary, bilateral, sequela",5
S37439A,"Laceration of ovary, unspecified, initial encounter ",5
S37439D,"Laceration of ovary, unspecified, subsequent encounter ",5
S37439S,"Laceration of ovary, unspecified, sequela",5
S37491A,"Other injury of ovary, unilateral, initial encounter ",5
S37491D,"Other injury of ovary, unilateral, subsequent encounter ",5
S37491S,"Other injury of ovary, unilateral, sequela",5
S37492A,"Other injury of ovary, bilateral, initial encounter ",5
S37492D,"Other injury of ovary, bilateral, subsequent encounter ",5
S37492S,"Other injury of ovary, bilateral, sequela",5
S37499A,"Other injury of ovary, unspecified, initial encounter ",5
S37499D,"Other injury of ovary, unspecified, subsequent encounter ",5
S37499S,"Other injury of ovary, unspecified, sequela",5
S37501A,"Unsp injury of fallopian tube, unilateral, init encntr ",5
S37501D,"Unsp injury of fallopian tube, unilateral, subs encntr ",5
S37501S,"Unspecified injury of fallopian tube, unilateral, sequela ",5
S37502A,"Unspecified injury of fallopian tube, bilateral, init encntr",5
S37502D,"Unspecified injury of fallopian tube, bilateral, subs encntr ",5
S37502S,"Unspecified injury of fallopian tube, bilateral, sequela ",5
S37509A,"Unsp injury of fallopian tube, unspecified, init encntr ",5
S37509D,"Unsp injury of fallopian tube, unspecified, subs encntr ",5
S37509S,"Unspecified injury of fallopian tube, unspecified, sequela ",5
S37511A,"Primary blast injury of fallopian tube, unilateral, init ",5
S37511D,"Primary blast injury of fallopian tube, unilateral, subs ",5
S37511S,"Primary blast injury of fallopian tube, unilateral, sequela ",5
S37512A,"Primary blast injury of fallopian tube, bilateral, init ",5
S37512D,"Primary blast injury of fallopian tube, bilateral, subs ",5
S37512S,"Primary blast injury of fallopian tube, bilateral, sequela ",5
S37519A,"Primary blast injury of fallopian tube, unsp, init encntr ",5
S37519D,"Primary blast injury of fallopian tube, unsp, subs encntr ",5
S37519S,"Primary blast injury of fallopian tube, unspecified, sequela ",5
S37521A,"Contusion of fallopian tube, unilateral, initial encounter ",5
S37521D,"Contusion of fallopian tube, unilateral, subs encntr ",5
S37521S,"Contusion of fallopian tube, unilateral, sequela",5
S37522A,"Contusion of fallopian tube, bilateral, initial encounter ",5
S37522D,"Contusion of fallopian tube, bilateral, subsequent encounter ",5
S37522S,"Contusion of fallopian tube, bilateral, sequela",5
S37529A,"Contusion of fallopian tube, unspecified, initial encounter ",5
S37529D,"Contusion of fallopian tube, unspecified, subs encntr ",5
S37529S,"Contusion of fallopian tube, unspecified, sequela ",5
S37531A,"Laceration of fallopian tube, unilateral, initial encounter ",5
S37531D,"Laceration of fallopian tube, unilateral, subs encntr ",5
S37531S,"Laceration of fallopian tube, unilateral, sequela ",5
S37532A,"Laceration of fallopian tube, bilateral, initial encounter ",5
S37532D,"Laceration of fallopian tube, bilateral, subs encntr ",5
S37532S,"Laceration of fallopian tube, bilateral, sequela",5
S37539A,"Laceration of fallopian tube, unspecified, initial encounter ",5
S37539D,"Laceration of fallopian tube, unspecified, subs encntr ",5
S37539S,"Laceration of fallopian tube, unspecified, sequela ",5
S37591A,"Other injury of fallopian tube, unilateral, init encntr ",5
S37591D,"Other injury of fallopian tube, unilateral, subs encntr ",5
S37591S,"Other injury of fallopian tube, unilateral, sequela ",5
S37592A,"Other injury of fallopian tube, bilateral, initial encounter ",5
S37592D,"Other injury of fallopian tube, bilateral, subs encntr ",5
S37592S,"Other injury of fallopian tube, bilateral, sequela",5
S37599A,"Other injury of fallopian tube, unspecified, init encntr ",5
S37599D,"Other injury of fallopian tube, unspecified, subs encntr ",5
S37599S,"Other injury of fallopian tube, unspecified, sequela ",5
S3760XA,"Unspecified injury of uterus, initial encounter ",5
S3760XD,"Unspecified injury of uterus, subsequent encounter ",5
S3760XS,"Unspecified injury of uterus, sequela",5
S3762XA,"Contusion of uterus, initial encounter ",5
S3762XD,"Contusion of uterus, subsequent encounter ",5
S3762XS,"Contusion of uterus, sequela",5
S3763XA,"Laceration of uterus, initial encounter ",5
S3763XD,"Laceration of uterus, subsequent encounter ",5
S3763XS,"Laceration of uterus, sequela",5
S3769XA,"Other injury of uterus, initial encounter ",5
S3769XD,"Other injury of uterus, subsequent encounter ",5
S3769XS,"Other injury of uterus, sequela",5
S38002A,"Crushing inj unsp external genital organs, female, init ",5
S38002D,"Crushing inj unsp external genital organs, female, subs ",5
S38002S,"Crushing inj unsp external genital organs, female, sequela ",5
S3803XA,"Crushing injury of vulva, initial encounter",5
S3803XD,"Crushing injury of vulva, subsequent encounter ",5
S3803XS,"Crushing injury of vulva, sequela",5
S38211A,"Complete traum amp of female external genital organs, init ",5
S38211D,"Complete traum amp of female external genital organs, subs ",5
S38211S,"Complete traum amp of female extrn genital organs, sequela ",5
S38212A,"Partial traum amp of female external genital organs, init ",5
S38212D,"Partial traum amp of female external genital organs, subs ",5
S38212S,"Partial traum amp of female external genital organs, sequela ",5
T192XXA,"Foreign body in vulva and vagina, initial encounter",5
T192XXD,"Foreign body in vulva and vagina, subsequent encounter ",5
T192XXS,"Foreign body in vulva and vagina, sequela",5
T193XXA,"Foreign body in uterus, initial encounter ",5
T193XXD,"Foreign body in uterus, subsequent encounter ",5
T193XXS,"Foreign body in uterus, sequela",5
T2107XA,"Burn of unsp degree of female genital region, init encntr ",5
T2107XD,"Burn of unsp degree of female genital region, subs encntr ",5
T2107XS,"Burn of unspecified degree of female genital region, sequela ",5
T2117XA,"Burn of first degree of female genital region, init encntr ",5
T2117XD,"Burn of first degree of female genital region, subs encntr ",5
T2117XS,"Burn of first degree of female genital region, sequela ",5
T2127XA,"Burn of second degree of female genital region, init encntr ",5
T2127XD,"Burn of second degree of female genital region, subs encntr ",5
T2127XS,"Burn of second degree of female genital region, sequela ",5
T2137XA,"Burn of third degree of female genital region, init encntr ",5
T2137XD,"Burn of third degree of female genital region, subs encntr ",5
T2137XS,"Burn of third degree of female genital region, sequela ",5
T2147XA,"Corrosion of unsp degree of female genital region, init ",5
T2147XD,"Corrosion of unsp degree of female genital region, subs ",5
T2147XS,"Corrosion of unsp degree of female genital region, sequela ",5
T2157XA,"Corrosion of first degree of female genital region, init ",5
T2157XD,"Corrosion of first degree of female genital region, subs ",5
T2157XS,"Corrosion of first degree of female genital region, sequela ",5
T2167XA,"Corrosion of second degree of female genital region, init ",5
T2167XD,"Corrosion of second degree of female genital region, subs ",5
T2167XS,"Corrosion of second degree of female genital region, sequela ",5
T2177XA,"Corrosion of third degree of female genital region, init ",5
T2177XD,"Corrosion of third degree of female genital region, subs ",5
T2177XS,"Corrosion of third degree of female genital region, sequela ",5
T8331XA,"Breakdown (mechanical) of intrauterine contracep dev, init ",5
T8331XD,"Breakdown (mechanical) of intrauterine contracep dev, subs ",5
T8331XS,"Breakdown of intrauterine contracep dev, sequela",5
T8332XA,"Displacement of intrauterine contraceptive device, init ",5
T8332XD,"Displacement of intrauterine contraceptive device, subs ",5
T8332XS,"Displacement of intrauterine contraceptive device, sequela ",5
T8339XA,"Mech compl of intrauterine contraceptive device, init encntr ",5
T8339XD,"Mech compl of intrauterine contraceptive device, subs encntr ",5
T8339XS,"Mech compl of intrauterine contraceptive device, sequela ",5
T83711A,"Erosion of implnt vag prstht mtrl to surrnd org/tiss, init ",5
T83711D,"Erosion of implnt vag prstht mtrl to surrnd org/tiss, subs ",5
T83711S,"Erosion of implnt vag prstht mtrl to surrnd org/tiss, sqla ",5
T83721A,"Exposure of implnt vag prstht mtrl into vagina, init encntr ",5
T83721D,"Exposure of implnt vag prstht mtrl into vagina, subs encntr ",5
T83721S,"Exposure of implnt vag prstht mtrl into vagina, sequela",5
Y760,Diagnostic and monitoring ob/gyn devices assoc w incdt ,5
Y761,Therapeutic and rehab ob/gyn devices assoc w incdt ,5
Y762,Prosth/oth implnt/mtrls ob/gyn devices assoc w incdt,5
Y763,"Surgical instrumnt, matrl and ob/gyn devices assoc w incdt ",5
Y768,"Miscellaneous ob/gyn devices assoc w incdt, NEC",5
Z01411,Encntr for gyn exam (general) (routine) w abnormal findings ,5
Z01419,Encntr for gyn exam (general) (routine) w/o abn findings ,5
Z0142,Encntr for cerv smear to cnfrm norm smr fol init abn smear,5
Z0371,Encntr for susp prob w amnio cavity and membrane ruled out ,5
Z0372,Encounter for suspected placental problem ruled out,5
Z0373,Encounter for suspected fetal anomaly ruled out,5
Z0374,Encounter for suspected problem with fetal growth ruled out ,5
Z0375,Encounter for suspected cervical shortening ruled out ,5
Z0379,Encntr for oth suspected maternal and fetal cond ruled out ,5
Z124,Encounter for screening for malignant neoplasm of cervix ,5
Z1272,Encounter for screening for malignant neoplasm of vagina ,5
Z1273,Encounter for screening for malignant neoplasm of ovary ,5
Z1502,Genetic susceptibility to malignant neoplasm of ovary,5
Z1504,Genetic susceptibility to malignant neoplasm of endometrium ,5
Z30011,Encounter for initial prescription of contraceptive pills ,5
Z30012,Encounter for prescription of emergency contraception ,5
Z30013,Encounter for initial prescription of injectable contracep ,5
Z30014,Encounter for initial prescription of uterin contracep dev ,5
Z30018,Encounter for initial prescription of other contraceptives ,5
Z30019,"Encounter for initial prescription of contraceptives, unsp ",5
Z3041,Encounter for surveillance of contraceptive pills,5
Z3042,Encounter for surveillance of injectable contraceptive ,5
Z30430,Encounter for insertion of intrauterine contraceptive device ,5
Z30431,Encounter for routine checking of intrauterine contracep dev ,5
Z30432,Encounter for removal of intrauterine contraceptive device ,5
Z30433,Encntr for removal and reinsertion of uterin contracep dev ,5
Z3049,Encounter for surveillance of other contraceptives,5
Z308,Encounter for other contraceptive management,5
Z31430,Encntr fem for test for genetc dis carrier stat for pro mgmt ,5
Z31438,Encounter for oth genetic testing of female for pro mgmt ,5
Z3181,Encounter for male factor infertility in female patient ,5
Z3182,Encounter for Rh incompatibility status,5
Z3183,Encounter for assisted reprodctv fertility procedure cycle ,5
Z3200,"Encounter for pregnancy test, result unknown",5
Z3201,"Encounter for pregnancy test, result positive ",5
Z3202,"Encounter for pregnancy test, result negative ",5
Z331,"Pregnant state, incidental",5
Z332,Encounter for elective termination of pregnancy,5
Z3400,"Encntr for suprvsn of normal first pregnancy, unsp trimester ",5
Z3401,"Encntr for suprvsn of normal first preg, first trimester",5
Z3402,"Encntr for suprvsn of normal first preg, second trimester ",5
Z3403,"Encntr for suprvsn of normal first preg, third trimester ",5
Z3480,"Encounter for suprvsn of normal pregnancy, unsp trimester ",5
Z3481,"Encounter for suprvsn of normal pregnancy, first trimester",5
Z3482,"Encounter for suprvsn of normal pregnancy, second trimester ",5
Z3483,"Encounter for suprvsn of normal pregnancy, third trimester ",5
Z3490,"Encntr for suprvsn of normal pregnancy, unsp, unsp trimester ",5
Z3491,"Encntr for suprvsn of normal preg, unsp, first trimester",5
Z3492,"Encntr for suprvsn of normal preg, unsp, second trimester ",5
Z3493,"Encntr for suprvsn of normal preg, unsp, third trimester ",5
Z36,Encounter for antenatal screening of mother,5
Z370,Single live birth,5
Z371,Single stillbirth,5
Z372,"Twins, both liveborn",5
Z373,"Twins, one liveborn and one stillborn ",5
Z374,"Twins, both stillborn",5
Z3750,"Multiple births, unspecified, all liveborn ",5
Z3751,"Triplets, all liveborn",5
Z3752,"Quadruplets, all liveborn",5
Z3753,"Quintuplets, all liveborn",5
Z3754,"Sextuplets, all liveborn",5
Z3759,"Other multiple births, all liveborn",5
Z3760,"Multiple births, unspecified, some liveborn ",5
Z3761,"Triplets, some liveborn",5
Z3762,"Quadruplets, some liveborn",5
Z3763,"Quintuplets, some liveborn",5
Z3764,"Sextuplets, some liveborn",5
Z3769,"Other multiple births, some liveborn ",5
Z377,"Other multiple births, all stillborn",5
Z379,"Outcome of delivery, unspecified",5
Z390,Encntr for care and exam of mother immediately after del ,5
Z391,Encounter for care and examination of lactating mother ,5
Z392,Encounter for routine postpartum follow-up,5
Z3A00,Weeks of gestation of pregnancy not specified ,5
Z3A01,Less than 8 weeks gestation of pregnancy ,5
Z3A08,8 weeks gestation of pregnancy,5
Z3A09,9 weeks gestation of pregnancy ,5
Z3A10,10 weeks gestation of pregnancy ,5
Z3A11,11 weeks gestation of pregnancy ,5
Z3A12,12 weeks gestation of pregnancy ,5
Z3A13,13 weeks gestation of pregnancy ,5
Z3A14,14 weeks gestation of pregnancy ,5
Z3A15,15 weeks gestation of pregnancy ,5
Z3A16,16 weeks gestation of pregnancy ,5
Z3A17,17 weeks gestation of pregnancy ,5
Z3A18,18 weeks gestation of pregnancy ,5
Z3A19,19 weeks gestation of pregnancy ,5
Z3A20,20 weeks gestation of pregnancy ,5
Z3A21,21 weeks gestation of pregnancy ,5
Z3A22,22 weeks gestation of pregnancy ,5
Z3A23,23 weeks gestation of pregnancy ,5
Z3A24,24 weeks gestation of pregnancy ,5
Z3A25,25 weeks gestation of pregnancy ,5
Z3A26,26 weeks gestation of pregnancy ,5
Z3A27,27 weeks gestation of pregnancy ,5
Z3A28,28 weeks gestation of pregnancy ,5
Z3A29,29 weeks gestation of pregnancy ,5
Z3A30,30 weeks gestation of pregnancy ,5
Z3A31,31 weeks gestation of pregnancy ,5
Z3A32,32 weeks gestation of pregnancy ,5
Z3A33,33 weeks gestation of pregnancy ,5
Z3A34,34 weeks gestation of pregnancy ,5
Z3A35,35 weeks gestation of pregnancy ,5
Z3A36,36 weeks gestation of pregnancy ,5
Z3A37,37 weeks gestation of pregnancy ,5
Z3A38,38 weeks gestation of pregnancy ,5
Z3A39,39 weeks gestation of pregnancy ,5
Z3A40,40 weeks gestation of pregnancy ,5
Z3A41       , 41 weeks gestation of pregnancy,5
Z3A42       ,42 weeks gestation of pregnancy,5
Z3A49,Greater than 42 weeks gestation of pregnancy ,5
Z4002,Encounter for prophylactic removal of ovary,5
Z4430,"Encntr for fit/adjst of external breast prosth, unsp breast ",5
Z4431,Encounter for fit/adjst of external right breast prosthesis ,5
Z4432,Encounter for fit/adjst of external left breast prosthesis ,5
Z45811,Encounter for adjustment or removal of right breast implant ,5
Z45812,Encounter for adjustment or removal of left breast implant ,5
Z45819,Encounter for adjustment or removal of unsp breast implant ,5
Z52810,"Egg (Oocyte) donor under age 35, anonymous recipient ",5
Z52811,"Egg (Oocyte) donor under age 35, designated recipient ",5
Z52812,"Egg (Oocyte) donor age 35 and over, anonymous recipient",5
Z52813,"Egg (Oocyte) donor age 35 and over, designated recipient ",5
Z52819,"Egg (Oocyte) donor, unspecified",5
Z640,Problems related to unwanted pregnancy ,5
